case_id,case_start_time,n_events,outcome_activity,outcome_position,target,eligible_k10
Application_175102263,2016-03-10 07:01:19.577000+00:00,30,A_Denied,28,0,True
Application_1751063655,2016-07-11 07:58:02.948000+00:00,41,A_Pending,40,1,True
Application_1751089094,2016-09-07 08:21:22.769000+00:00,18,A_Cancelled,16,0,True
Application_175123430,2016-04-04 17:45:41.250000+00:00,21,A_Cancelled,19,0,True
Application_1751335552,2016-07-20 14:02:31.397000+00:00,27,A_Pending,26,1,True
Application_1751378977,2016-01-13 09:26:03.757000+00:00,67,A_Pending,66,1,True
Application_1751392420,2016-05-30 07:15:23.916000+00:00,16,A_Cancelled,14,0,True
Application_1751419807,2016-11-28 17:58:24.029000+00:00,18,A_Cancelled,16,0,True
Application_175142422,2016-05-19 06:50:50.857000+00:00,29,A_Pending,28,1,True
Application_1751472175,2016-11-07 18:49:18.119000+00:00,47,A_Denied,45,0,True
Application_1751483231,2016-10-17 18:30:47.199000+00:00,96,A_Pending,95,1,True
Application_1751490782,2016-10-06 09:37:07.610000+00:00,18,A_Cancelled,16,0,True
Application_1751546737,2016-10-10 14:15:01.576000+00:00,27,A_Cancelled,25,0,True
Application_1751558677,2016-11-15 16:06:37.553000+00:00,45,A_Pending,42,1,True
Application_1751571908,2016-12-27 12:34:50.263000+00:00,36,A_Pending,35,1,True
Application_1751763296,2016-10-28 19:13:03.525000+00:00,69,A_Pending,66,1,True
Application_1751789692,2016-02-10 09:13:17.486000+00:00,21,A_Cancelled,19,0,True
Application_1751812133,2016-02-20 09:48:28.389000+00:00,51,A_Pending,50,1,True
Application_1751849824,2016-07-25 13:39:12.005000+00:00,22,A_Cancelled,19,0,True
Application_1751900898,2016-10-18 12:02:09.032000+00:00,36,A_Pending,34,1,True
Application_1751932238,2016-12-27 08:28:28.703000+00:00,42,A_Pending,40,1,True
Application_1751934282,2016-04-07 17:15:17.392000+00:00,42,A_Pending,41,1,True
Application_1752050377,2016-04-25 19:53:08.653000+00:00,50,A_Pending,48,1,True
Application_1752075629,2016-01-31 09:43:48.480000+00:00,30,A_Pending,29,1,True
Application_1752144011,2016-10-21 08:06:24.535000+00:00,25,A_Cancelled,23,0,True
Application_1752237400,2016-05-18 13:49:23.757000+00:00,26,A_Cancelled,23,0,True
Application_1752330786,2016-08-18 17:02:46.674000+00:00,22,A_Cancelled,20,0,True
Application_1752344676,2016-02-08 11:08:53.447000+00:00,27,A_Pending,26,1,True
Application_1752366800,2016-08-08 14:25:48.153000+00:00,40,A_Pending,38,1,True
Application_1752858852,2016-08-10 14:27:35.374000+00:00,48,A_Pending,47,1,True
Application_1752907353,2016-04-26 10:18:27.444000+00:00,38,A_Pending,37,1,True
Application_1752993054,2016-12-07 12:56:18.276000+00:00,29,A_Pending,27,1,True
Application_1753076519,2016-09-15 18:37:39.702000+00:00,30,A_Pending,29,1,True
Application_1753114645,2016-06-10 08:57:52.288000+00:00,52,A_Pending,49,1,True
Application_175312132,2016-04-19 18:28:18.482000+00:00,23,A_Cancelled,21,0,True
Application_1753126590,2016-09-29 08:16:04.107000+00:00,34,A_Cancelled,32,0,True
Application_1753186157,2016-08-16 07:07:56.297000+00:00,40,A_Pending,39,1,True
Application_1753332657,2016-08-15 09:56:37.628000+00:00,66,A_Cancelled,64,0,True
Application_1753342391,2016-06-20 07:58:20.253000+00:00,44,A_Pending,43,1,True
Application_1753370051,2016-04-26 15:32:59.002000+00:00,43,A_Pending,42,1,True
Application_1753374182,2016-11-11 18:43:09.005000+00:00,25,A_Cancelled,22,0,True
Application_1753625106,2016-09-27 07:39:16.259000+00:00,18,A_Cancelled,16,0,True
Application_1753630400,2016-03-27 08:40:38.645000+00:00,34,A_Pending,33,1,True
Application_1753681160,2016-12-12 09:06:24.785000+00:00,20,A_Cancelled,18,0,True
Application_1753761949,2016-06-06 19:35:28.160000+00:00,37,A_Pending,36,1,True
Application_1753907960,2016-06-30 06:19:32.711000+00:00,28,A_Cancelled,26,0,True
Application_1753935724,2016-02-29 11:21:56.347000+00:00,35,A_Pending,34,1,True
Application_1753972267,2016-11-08 20:17:07.029000+00:00,39,A_Pending,38,1,True
Application_1753972754,2016-10-05 19:17:48.972000+00:00,32,A_Denied,30,0,True
Application_1753977582,2016-05-12 18:32:54.540000+00:00,36,A_Pending,35,1,True
Application_1754017432,2016-06-24 08:12:46.565000+00:00,24,A_Cancelled,22,0,True
Application_1754042891,2016-04-06 10:36:12.306000+00:00,43,A_Pending,42,1,True
Application_175406399,2016-10-26 17:43:00.686000+00:00,42,A_Pending,40,1,True
Application_1754136234,2016-04-01 14:07:50.509000+00:00,26,A_Denied,24,0,True
Application_1754137741,2016-08-23 13:04:48.623000+00:00,18,A_Cancelled,16,0,True
Application_1754312511,2016-09-06 08:48:18.008000+00:00,21,A_Cancelled,19,0,True
Application_175433042,2016-03-01 10:09:36.954000+00:00,49,A_Pending,47,1,True
Application_1754391074,2016-04-22 14:55:50.132000+00:00,26,A_Pending,25,1,True
Application_1754572868,2016-09-02 10:32:34.051000+00:00,47,A_Pending,46,1,True
Application_1754646859,2016-01-03 21:23:24.985000+00:00,24,A_Cancelled,21,0,True
Application_1754660645,2016-10-13 17:21:55.106000+00:00,21,A_Cancelled,19,0,True
Application_1754698041,2016-11-08 14:31:51.598000+00:00,21,A_Cancelled,19,0,True
Application_1754816676,2016-11-19 10:34:18.151000+00:00,59,A_Pending,58,1,True
Application_1754860039,2016-07-16 08:15:35.064000+00:00,47,A_Pending,46,1,True
Application_1754878754,2016-10-25 08:09:43.135000+00:00,21,A_Cancelled,19,0,True
Application_1754884969,2016-02-29 10:28:36.769000+00:00,40,A_Cancelled,38,0,True
Application_1754943309,2016-01-04 12:00:45.773000+00:00,24,A_Cancelled,22,0,True
Application_1754973857,2016-08-07 21:32:38.388000+00:00,24,A_Cancelled,22,0,True
Application_1755100401,2016-08-07 22:05:59.112000+00:00,30,A_Pending,29,1,True
Application_1755169770,2016-05-29 19:27:03.712000+00:00,36,A_Pending,35,1,True
Application_1755206432,2016-11-29 13:28:35.967000+00:00,21,A_Cancelled,19,0,True
Application_1755216521,2016-01-15 10:04:12.209000+00:00,24,A_Cancelled,22,0,True
Application_1755263044,2016-11-15 09:58:09.457000+00:00,42,A_Denied,40,0,True
Application_1755318381,2016-11-05 21:00:09.885000+00:00,77,A_Pending,75,1,True
Application_1755320006,2016-12-27 14:32:53.374000+00:00,55,A_Pending,54,1,True
Application_1755335354,2016-06-24 07:45:24.159000+00:00,53,A_Pending,52,1,True
Application_1755362266,2016-06-11 08:09:57.317000+00:00,36,A_Pending,35,1,True
Application_175544437,2016-10-12 21:55:33.485000+00:00,47,A_Pending,46,1,True
Application_1755447171,2016-01-27 09:19:26.102000+00:00,55,A_Cancelled,54,0,True
Application_1755477476,2016-11-21 15:31:58.300000+00:00,46,A_Pending,43,1,True
Application_1755488383,2016-09-27 09:48:42.830000+00:00,23,A_Cancelled,21,0,True
Application_1755556665,2016-06-13 17:16:47.305000+00:00,39,A_Pending,38,1,True
Application_1755562282,2016-06-27 12:20:47.080000+00:00,14,A_Cancelled,12,0,True
Application_1755596535,2016-07-28 17:10:47.911000+00:00,45,A_Pending,44,1,True
Application_1755600609,2016-03-03 22:03:56.624000+00:00,42,A_Pending,41,1,True
Application_1755610300,2016-07-11 08:11:04.144000+00:00,20,A_Cancelled,18,0,True
Application_1755675083,2016-11-30 10:17:21.639000+00:00,77,A_Denied,75,0,True
Application_1755688016,2016-07-13 09:06:00.392000+00:00,31,A_Pending,30,1,True
Application_1755688908,2016-10-04 19:23:06.247000+00:00,60,A_Pending,59,1,True
Application_1755704465,2016-07-19 11:20:48.907000+00:00,28,A_Cancelled,26,0,True
Application_175574022,2016-09-26 07:26:47.123000+00:00,31,A_Cancelled,29,0,True
Application_1755844561,2016-09-07 13:27:05.679000+00:00,35,A_Pending,34,1,True
Application_1755923861,2016-02-09 12:26:45.446000+00:00,21,A_Cancelled,19,0,True
Application_1755940827,2016-05-02 09:02:08.598000+00:00,18,A_Cancelled,16,0,True
Application_1755984417,2016-06-13 09:47:33.839000+00:00,43,A_Pending,42,1,True
Application_1756103662,2016-02-11 20:17:46.873000+00:00,66,A_Pending,65,1,True
Application_1756143119,2016-10-23 09:45:11.087000+00:00,23,A_Cancelled,21,0,True
Application_1756146136,2016-03-02 16:54:16.390000+00:00,53,A_Pending,52,1,True
Application_1756165830,2016-02-08 17:18:02.466000+00:00,42,A_Pending,41,1,True
Application_1756176011,2016-05-14 14:17:28.081000+00:00,71,A_Pending,70,1,True
Application_1756182816,2016-08-31 13:48:57.023000+00:00,30,A_Cancelled,27,0,True
Application_1756336965,2016-02-06 11:33:52.590000+00:00,42,A_Denied,40,0,True
Application_1756343309,2016-05-26 15:13:30.838000+00:00,20,A_Cancelled,18,0,True
Application_1756485356,2016-08-07 09:35:38.985000+00:00,20,A_Cancelled,18,0,True
Application_1756490624,2016-09-16 07:37:09.233000+00:00,27,A_Pending,26,1,True
Application_175654750,2016-08-26 09:15:08.558000+00:00,36,A_Pending,35,1,True
Application_1756609605,2016-12-19 09:02:09.731000+00:00,56,A_Pending,55,1,True
Application_1756651694,2016-06-13 18:15:26.328000+00:00,70,A_Pending,68,1,True
Application_1756652661,2016-12-15 10:53:07.714000+00:00,25,A_Cancelled,23,0,True
Application_1756698619,2016-10-21 12:47:36.730000+00:00,39,A_Pending,38,1,True
Application_1756833262,2016-02-20 10:46:25.954000+00:00,40,A_Pending,39,1,True
Application_175683523,2016-06-14 07:48:59.004000+00:00,18,A_Denied,16,0,True
Application_1756863996,2016-10-03 10:17:07.068000+00:00,101,A_Pending,98,1,True
Application_1756867467,2016-01-28 09:23:39.356000+00:00,20,A_Cancelled,18,0,True
Application_1756929080,2016-04-19 20:34:21.415000+00:00,25,A_Cancelled,22,0,True
Application_175699529,2016-06-22 11:24:10.935000+00:00,31,A_Cancelled,29,0,True
Application_1757054700,2016-08-01 16:55:34.032000+00:00,26,A_Cancelled,23,0,True
Application_175707355,2016-08-10 11:41:18.461000+00:00,36,A_Pending,35,1,True
Application_1757093175,2016-02-29 19:41:41.276000+00:00,37,A_Pending,36,1,True
Application_1757112551,2016-10-24 09:17:33.906000+00:00,27,A_Cancelled,24,0,True
Application_17571183,2016-09-02 11:28:55.358000+00:00,28,A_Pending,27,1,True
Application_1757123791,2016-06-21 09:28:53.573000+00:00,56,A_Pending,54,1,True
Application_1757146716,2016-03-18 09:17:57.089000+00:00,57,A_Pending,55,1,True
Application_1757157140,2016-03-25 10:28:31.335000+00:00,40,A_Pending,39,1,True
Application_1757235578,2016-07-04 10:08:48.156000+00:00,40,A_Denied,37,0,True
Application_175724758,2016-05-17 23:33:24.182000+00:00,28,A_Cancelled,26,0,True
Application_1757332206,2016-10-26 15:28:34.409000+00:00,18,A_Cancelled,16,0,True
Application_175766876,2016-04-26 07:55:13.595000+00:00,76,A_Cancelled,73,0,True
Application_1757729958,2016-02-03 15:01:48.678000+00:00,23,A_Cancelled,21,0,True
Application_1757787329,2016-10-28 07:04:37.346000+00:00,36,A_Cancelled,34,0,True
Application_1757865681,2016-03-18 10:24:02.340000+00:00,18,A_Cancelled,16,0,True
Application_1758039972,2016-01-28 07:41:21.076000+00:00,40,A_Denied,37,0,True
Application_1758084805,2016-04-24 10:36:11.344000+00:00,24,A_Cancelled,22,0,True
Application_1758149250,2016-09-01 12:38:22.322000+00:00,25,A_Pending,24,1,True
Application_1758175578,2016-11-23 08:23:21.089000+00:00,23,A_Cancelled,21,0,True
Application_1758193094,2016-12-15 13:49:29.903000+00:00,81,A_Pending,79,1,True
Application_1758409831,2016-04-19 17:42:54.671000+00:00,18,A_Cancelled,16,0,True
Application_1758414020,2016-07-05 12:37:37.334000+00:00,18,A_Cancelled,16,0,True
Application_1758450306,2016-05-14 10:56:09.837000+00:00,27,A_Pending,26,1,True
Application_1758454920,2016-02-13 15:38:00.804000+00:00,25,A_Pending,24,1,True
Application_1758466018,2016-10-07 09:31:17.916000+00:00,21,A_Cancelled,19,0,True
Application_1758492951,2016-06-02 12:32:49.439000+00:00,52,A_Pending,51,1,True
Application_1758628504,2016-10-04 21:27:14.012000+00:00,53,A_Denied,50,0,True
Application_1758714706,2016-06-06 13:57:01.428000+00:00,23,A_Cancelled,21,0,True
Application_1758727131,2016-12-09 09:58:06.818000+00:00,45,A_Pending,44,1,True
Application_1758736880,2016-03-09 18:47:33.523000+00:00,38,A_Pending,37,1,True
Application_175875884,2016-11-08 20:59:52.171000+00:00,37,A_Pending,36,1,True
Application_1758854735,2016-09-13 18:00:34.165000+00:00,31,A_Pending,30,1,True
Application_1758930310,2016-02-10 19:19:00.426000+00:00,56,A_Pending,55,1,True
Application_1758983925,2016-12-07 09:56:48.701000+00:00,24,A_Pending,23,1,True
Application_1759034501,2016-08-22 08:05:30.928000+00:00,18,A_Cancelled,16,0,True
Application_1759116820,2016-05-03 17:54:32.552000+00:00,25,A_Cancelled,23,0,True
Application_1759132638,2016-05-25 14:10:10.600000+00:00,18,A_Cancelled,16,0,True
Application_1759147596,2016-03-31 10:07:28.850000+00:00,26,A_Pending,25,1,True
Application_175916099,2016-04-13 04:29:02.602000+00:00,47,A_Pending,46,1,True
Application_175918237,2016-10-25 18:45:02.794000+00:00,27,A_Denied,25,0,True
Application_1759188614,2016-01-20 09:12:17.909000+00:00,18,A_Cancelled,16,0,True
Application_1759206616,2016-10-31 11:11:37.715000+00:00,39,A_Denied,37,0,True
Application_1759216206,2016-04-09 06:48:52.889000+00:00,15,A_Cancelled,13,0,True
Application_1759573634,2016-05-16 10:12:26.205000+00:00,18,A_Cancelled,16,0,True
Application_1759629692,2016-08-09 11:29:00.239000+00:00,27,A_Pending,26,1,True
Application_1759715811,2016-09-12 11:08:25.539000+00:00,25,A_Pending,24,1,True
Application_1759865825,2016-04-28 13:24:44.811000+00:00,80,A_Pending,79,1,True
Application_1759946750,2016-11-14 10:35:42.604000+00:00,31,A_Pending,30,1,True
Application_1759955591,2016-06-23 14:54:33.525000+00:00,37,A_Cancelled,34,0,True
Application_176013984,2016-07-25 16:24:08.216000+00:00,60,A_Pending,59,1,True
Application_17601554,2016-03-28 18:36:50.942000+00:00,26,A_Cancelled,24,0,True
Application_1760251707,2016-02-16 19:24:54.732000+00:00,46,A_Denied,44,0,True
Application_1760271807,2016-05-12 08:00:38.158000+00:00,29,A_Pending,28,1,True
Application_1760683579,2016-01-11 12:26:09.986000+00:00,60,A_Denied,58,0,True
Application_1760710948,2016-12-21 16:59:52.851000+00:00,54,A_Pending,53,1,True
Application_1760797021,2016-10-20 14:03:35.977000+00:00,24,A_Pending,23,1,True
Application_1760810906,2016-10-31 09:55:55.767000+00:00,47,A_Pending,46,1,True
Application_1760819636,2016-09-09 15:17:12.864000+00:00,51,A_Pending,50,1,True
Application_1760862003,2016-04-02 14:29:56.584000+00:00,49,A_Pending,48,1,True
Application_1760873231,2016-04-19 18:56:31.876000+00:00,26,A_Pending,25,1,True
Application_176109526,2016-11-21 10:46:52.805000+00:00,114,A_Pending,109,1,True
Application_1761167654,2016-10-03 18:18:07.314000+00:00,27,A_Cancelled,25,0,True
Application_1761323771,2016-10-28 05:20:54.184000+00:00,15,A_Cancelled,14,0,True
Application_1761342711,2016-02-22 16:20:19.971000+00:00,43,A_Cancelled,41,0,True
Application_1761431118,2016-06-10 11:45:12.819000+00:00,52,A_Pending,49,1,True
Application_1761434768,2016-04-08 15:16:13.714000+00:00,18,A_Cancelled,16,0,True
Application_1761486530,2016-12-15 11:34:31.648000+00:00,21,A_Cancelled,19,0,True
Application_1761565261,2016-08-23 05:51:02.811000+00:00,30,A_Denied,28,0,True
Application_1761650363,2016-01-15 12:31:14.512000+00:00,18,A_Cancelled,16,0,True
Application_1761674405,2016-06-14 08:19:28.658000+00:00,22,A_Cancelled,21,0,True
Application_1761712748,2016-06-21 09:43:57.742000+00:00,54,A_Pending,53,1,True
Application_1761859471,2016-07-18 18:16:11.056000+00:00,42,A_Denied,40,0,True
Application_1761923867,2016-11-16 20:35:56.570000+00:00,21,A_Cancelled,19,0,True
Application_1762026731,2016-01-13 18:31:45.066000+00:00,55,A_Pending,54,1,True
Application_1762034779,2016-07-06 08:28:05.767000+00:00,31,A_Pending,30,1,True
Application_1762050503,2016-09-16 13:50:07.047000+00:00,23,A_Cancelled,21,0,True
Application_1762066227,2016-07-25 19:58:50.602000+00:00,20,A_Cancelled,18,0,True
Application_1762152680,2016-06-15 13:50:58.338000+00:00,38,A_Pending,37,1,True
Application_1762246904,2016-03-31 11:21:11.043000+00:00,20,A_Cancelled,18,0,True
Application_176231228,2016-08-14 20:37:43.228000+00:00,21,A_Cancelled,19,0,True
Application_1762326619,2016-09-17 08:17:56.536000+00:00,22,A_Cancelled,19,0,True
Application_1762387335,2016-09-09 16:36:51.649000+00:00,78,A_Pending,75,1,True
Application_1762422543,2016-08-03 18:19:42.718000+00:00,46,A_Pending,45,1,True
Application_176248145,2016-02-24 11:05:25.807000+00:00,45,A_Denied,43,0,True
Application_1762504475,2016-05-31 10:24:48.557000+00:00,34,A_Pending,33,1,True
Application_176251050,2016-07-12 19:55:40.846000+00:00,27,A_Pending,26,1,True
Application_1762711881,2016-01-13 15:05:37.434000+00:00,20,A_Cancelled,18,0,True
Application_1762773036,2016-09-20 16:08:27.871000+00:00,28,A_Cancelled,26,0,True
Application_1762899868,2016-10-11 12:47:00.088000+00:00,23,A_Cancelled,21,0,True
Application_1762923723,2016-11-30 15:51:28.942000+00:00,24,A_Cancelled,22,0,True
Application_1763123982,2016-06-22 14:17:07.586000+00:00,34,A_Pending,33,1,True
Application_1763148577,2016-12-19 11:35:22.654000+00:00,21,A_Cancelled,19,0,True
Application_1763154398,2016-01-27 18:30:27.103000+00:00,50,A_Pending,49,1,True
Application_1763310451,2016-10-04 15:17:57.596000+00:00,33,A_Pending,32,1,True
Application_1763392847,2016-01-23 15:49:23.631000+00:00,26,A_Cancelled,22,0,True
Application_1763400279,2016-02-15 19:41:22.302000+00:00,35,A_Pending,33,1,True
Application_1763414145,2016-06-04 18:59:17.264000+00:00,27,A_Cancelled,25,0,True
Application_1763462536,2016-04-26 13:44:41.060000+00:00,38,A_Pending,37,1,True
Application_1763494631,2016-12-15 18:55:06.065000+00:00,69,A_Cancelled,67,0,True
Application_1763558826,2016-01-18 14:51:32.841000+00:00,29,A_Pending,28,1,True
Application_1763856781,2016-06-02 11:30:40.025000+00:00,40,A_Pending,39,1,True
Application_1763917951,2016-02-22 15:17:37.417000+00:00,20,A_Cancelled,18,0,True
Application_1763935136,2016-05-04 19:44:40.177000+00:00,28,A_Pending,27,1,True
Application_1763966419,2016-06-29 13:33:35.095000+00:00,26,A_Cancelled,22,0,True
Application_176400200,2016-07-01 07:31:32.953000+00:00,33,A_Pending,32,1,True
Application_1764014060,2016-01-26 07:58:45.373000+00:00,26,A_Cancelled,24,0,True
Application_1764050268,2016-04-21 18:47:32.948000+00:00,50,A_Cancelled,48,0,True
Application_1764056617,2016-02-09 17:58:45.663000+00:00,24,A_Denied,22,0,True
Application_1764170744,2016-07-28 07:32:13.288000+00:00,40,A_Denied,38,0,True
Application_1764180224,2016-01-06 13:41:06.612000+00:00,81,A_Pending,79,1,True
Application_1764214580,2016-04-28 14:39:56.682000+00:00,29,A_Cancelled,25,0,True
Application_176433267,2016-06-22 15:44:23.782000+00:00,33,A_Pending,32,1,True
Application_1764334223,2016-04-21 08:29:54.859000+00:00,87,A_Cancelled,84,0,True
Application_1764396574,2016-06-06 07:46:53.029000+00:00,31,A_Pending,30,1,True
Application_176445556,2016-06-18 23:32:43.574000+00:00,26,A_Cancelled,24,0,True
Application_1764491475,2016-01-14 14:29:36.511000+00:00,22,A_Cancelled,20,0,True
Application_1764494728,2016-10-12 15:11:36.886000+00:00,18,A_Cancelled,16,0,True
Application_176467906,2016-05-23 00:58:21.702000+00:00,28,A_Cancelled,26,0,True
Application_1764734609,2016-11-01 20:54:28.339000+00:00,44,A_Pending,43,1,True
Application_1764745346,2016-02-29 09:25:11.471000+00:00,51,A_Pending,50,1,True
Application_1764772652,2016-11-01 14:49:07.809000+00:00,25,A_Cancelled,22,0,True
Application_1764808452,2016-11-17 16:12:37.121000+00:00,35,A_Pending,34,1,True
Application_1764902969,2016-06-01 18:26:07.171000+00:00,24,A_Cancelled,22,0,True
Application_1764928576,2016-05-30 09:02:43.141000+00:00,36,A_Pending,35,1,True
Application_1764965223,2016-06-03 17:24:16.355000+00:00,18,A_Cancelled,16,0,True
Application_176498770,2016-09-28 18:05:22.887000+00:00,39,A_Pending,38,1,True
Application_1765017489,2016-11-25 10:24:54.164000+00:00,56,A_Pending,55,1,True
Application_176502121,2016-12-03 08:11:46.359000+00:00,21,A_Cancelled,19,0,True
Application_1765068451,2016-06-02 14:00:49.894000+00:00,18,A_Cancelled,16,0,True
Application_1765107724,2016-04-04 08:48:57.778000+00:00,57,A_Pending,56,1,True
Application_1765171410,2016-07-04 15:15:19.274000+00:00,37,A_Cancelled,34,0,True
Application_1765198966,2016-11-02 11:24:47.961000+00:00,39,A_Pending,38,1,True
Application_1765204099,2016-01-03 09:58:59.556000+00:00,34,A_Pending,32,1,True
Application_1765296072,2016-05-01 20:28:10.334000+00:00,44,A_Pending,43,1,True
Application_1765317682,2016-05-23 11:59:28.406000+00:00,49,A_Pending,47,1,True
Application_1765381475,2016-08-22 20:31:52.855000+00:00,19,A_Cancelled,17,0,True
Application_1765393485,2016-06-25 20:43:22.610000+00:00,24,A_Cancelled,22,0,True
Application_1765444083,2016-11-21 12:04:54.369000+00:00,22,A_Cancelled,20,0,True
Application_1765480767,2016-04-22 21:30:39.499000+00:00,103,A_Denied,101,0,True
Application_1765498554,2016-01-19 18:54:15.265000+00:00,26,A_Cancelled,23,0,True
Application_1765557958,2016-06-17 19:46:18.868000+00:00,55,A_Pending,54,1,True
Application_1765577987,2016-10-17 10:39:44.368000+00:00,20,A_Cancelled,18,0,True
Application_176559974,2016-04-18 15:52:19.858000+00:00,24,A_Pending,23,1,True
Application_1765752001,2016-02-12 13:29:48.712000+00:00,18,A_Cancelled,16,0,True
Application_1765755529,2016-11-08 17:38:34.387000+00:00,26,A_Cancelled,24,0,True
Application_1765823410,2016-03-29 06:28:27.303000+00:00,64,A_Pending,63,1,True
Application_1765839113,2016-12-20 09:00:57.744000+00:00,18,A_Cancelled,16,0,True
Application_1765871394,2016-07-20 13:14:13.283000+00:00,18,A_Cancelled,16,0,True
Application_1765887225,2016-04-25 17:31:06.685000+00:00,45,A_Denied,43,0,True
Application_1766035327,2016-05-11 17:33:42.516000+00:00,74,A_Pending,69,1,True
Application_1766102598,2016-01-11 19:43:14.399000+00:00,36,A_Pending,35,1,True
Application_1766152305,2016-04-18 07:36:59.021000+00:00,18,A_Cancelled,16,0,True
Application_1766274802,2016-08-11 16:35:14.197000+00:00,31,A_Cancelled,29,0,True
Application_1766362722,2016-08-26 11:25:53.609000+00:00,49,A_Pending,48,1,True
Application_1766550589,2016-06-08 12:12:36.126000+00:00,58,A_Cancelled,56,0,True
Application_1766560747,2016-07-25 08:44:34.999000+00:00,13,A_Cancelled,12,0,True
Application_1766625492,2016-08-30 23:43:51.233000+00:00,22,A_Cancelled,20,0,True
Application_1766664020,2016-02-19 19:05:28.384000+00:00,44,A_Pending,43,1,True
Application_1766681398,2016-10-27 17:53:48.987000+00:00,42,A_Pending,41,1,True
Application_1766691152,2016-05-23 11:05:24.867000+00:00,38,A_Pending,37,1,True
Application_17667841,2016-03-03 07:49:08.250000+00:00,25,A_Cancelled,22,0,True
Application_1766833568,2016-07-16 12:28:28.679000+00:00,27,A_Cancelled,25,0,True
Application_1767002359,2016-09-07 09:04:57.808000+00:00,55,A_Pending,54,1,True
Application_1767057635,2016-03-03 15:25:15.257000+00:00,39,A_Pending,38,1,True
Application_1767074054,2016-03-08 20:03:29.272000+00:00,31,A_Pending,30,1,True
Application_1767118310,2016-09-22 12:20:09.836000+00:00,47,A_Pending,46,1,True
Application_1767149478,2016-10-07 15:55:24.741000+00:00,35,A_Pending,33,1,True
Application_1767165931,2016-12-22 11:36:18.240000+00:00,20,A_Cancelled,18,0,True
Application_1767165935,2016-07-22 08:43:54.377000+00:00,82,A_Pending,81,1,True
Application_1767214179,2016-08-26 06:27:18.813000+00:00,44,A_Pending,43,1,True
Application_176729498,2016-05-03 10:41:45.574000+00:00,26,A_Cancelled,22,0,True
Application_1767363735,2016-11-08 11:38:04.968000+00:00,61,A_Denied,59,0,True
Application_1767480349,2016-04-22 07:33:07.057000+00:00,43,A_Pending,42,1,True
Application_1767523562,2016-09-30 06:37:27.834000+00:00,48,A_Pending,47,1,True
Application_1767608602,2016-09-20 17:03:51.541000+00:00,72,A_Pending,71,1,True
Application_1767661221,2016-04-22 17:33:12.677000+00:00,50,A_Denied,48,0,True
Application_1767669319,2016-09-26 16:43:56.386000+00:00,45,A_Pending,44,1,True
Application_1767731218,2016-12-07 14:11:34.054000+00:00,39,A_Pending,38,1,True
Application_1767756144,2016-01-03 03:12:06.921000+00:00,34,A_Pending,32,1,True
Application_1767758317,2016-08-24 07:34:43.490000+00:00,26,A_Pending,25,1,True
Application_1767761933,2016-07-04 16:34:25.353000+00:00,27,A_Cancelled,24,0,True
Application_1767816093,2016-06-11 18:23:36.134000+00:00,30,A_Pending,29,1,True
Application_1767906244,2016-12-06 08:53:05.827000+00:00,65,A_Pending,64,1,True
Application_1768009192,2016-09-26 16:26:23.004000+00:00,30,A_Pending,29,1,True
Application_176806452,2016-08-04 17:05:40.419000+00:00,28,A_Cancelled,26,0,True
Application_1768215254,2016-11-02 15:32:46.681000+00:00,31,A_Pending,30,1,True
Application_176822449,2016-05-03 22:59:31.598000+00:00,29,A_Cancelled,27,0,True
Application_1768298227,2016-03-21 11:38:19.689000+00:00,27,A_Cancelled,25,0,True
Application_1768359513,2016-06-11 20:58:00.271000+00:00,64,A_Pending,63,1,True
Application_1768376088,2016-08-26 09:46:29.101000+00:00,32,A_Denied,30,0,True
Application_1768409536,2016-10-21 18:34:54.136000+00:00,24,A_Cancelled,22,0,True
Application_1768475674,2016-12-30 10:56:56.935000+00:00,34,A_Pending,33,1,True
Application_1768500370,2016-06-22 17:39:53.401000+00:00,40,A_Pending,39,1,True
Application_1768567221,2016-12-05 09:07:48.789000+00:00,51,A_Pending,50,1,True
Application_1768638676,2016-08-29 08:37:53.137000+00:00,24,A_Denied,22,0,True
Application_1768657632,2016-01-19 17:24:50.763000+00:00,27,A_Cancelled,24,0,True
Application_1768718354,2016-10-31 15:24:30.882000+00:00,18,A_Cancelled,16,0,True
Application_1768766967,2016-06-10 07:35:07.391000+00:00,35,A_Pending,33,1,True
Application_1768888685,2016-01-29 12:06:30.958000+00:00,47,A_Pending,45,1,True
Application_1768971882,2016-11-24 17:51:53.503000+00:00,34,A_Pending,33,1,True
Application_1768973199,2016-09-22 11:23:53.272000+00:00,54,A_Pending,52,1,True
Application_1769060911,2016-10-24 11:07:16.948000+00:00,28,A_Pending,27,1,True
Application_176915858,2016-11-01 21:37:58.979000+00:00,53,A_Cancelled,51,0,True
Application_1769373289,2016-07-03 18:54:52.235000+00:00,29,A_Denied,28,0,True
Application_1769401425,2016-11-24 21:38:12.395000+00:00,26,A_Cancelled,24,0,True
Application_1769646803,2016-08-20 12:40:22.105000+00:00,38,A_Pending,37,1,True
Application_1769684418,2016-12-22 21:27:49.197000+00:00,83,A_Pending,82,1,True
Application_1769734221,2016-03-10 12:23:36.284000+00:00,50,A_Denied,47,0,True
Application_1769746148,2016-08-25 13:44:04.402000+00:00,18,A_Cancelled,16,0,True
Application_176979331,2016-09-11 11:26:02.310000+00:00,27,A_Denied,25,0,True
Application_176985027,2016-08-11 11:49:53.376000+00:00,40,A_Pending,38,1,True
