sample_order,source_row_index,case_id,target,model_probability_success,reconstructed_probability_success,absolute_additivity_error
667,5208,Application_1364013859,1,0.5333333333333333,0.5333266645048791,6.668828454237108e-06
668,1657,Application_840178886,1,0.4766666666666667,0.4766599964185847,6.670248081985797e-06
669,4609,Application_575931876,1,0.7133333333333334,0.7133266725797004,6.66075363298102e-06
670,973,Application_1145960664,0,0.42333333333333334,0.42332666366516286,6.6696681704780936e-06
671,1462,Application_1637284981,0,0.74,0.7399933397147214,6.660285278625722e-06
672,822,Application_752373732,1,0.22666666666666666,0.22665998770499235,6.678961674305706e-06
673,1576,Application_634153439,1,0.6466666666666666,0.6466599997777008,6.666888965778384e-06
674,427,Application_308748254,1,0.5366666666666666,0.5366599972709282,6.669395738456707e-06
675,5421,Application_759966350,0,0.8966666666666666,0.8966600096653201,6.6570013464994915e-06
676,3621,Application_423893885,1,0.94,0.9399933449937972,6.655006202782587e-06
677,3683,Application_150572905,1,0.6333333333333333,0.6333266703281163,6.663005217011353e-06
678,908,Application_447126113,1,0.4533333333333333,0.45332666458475523,6.668748578075867e-06
679,1214,Application_1100253381,1,0.6833333333333333,0.6833266710690522,6.662264281143138e-06
680,1634,Application_1309271875,0,0.5866666666666667,0.58666000099488,6.665671786643124e-06
681,1687,Application_1827217035,1,0.3566666666666667,0.3566599947289778,6.671937688884633e-06
682,5679,Application_261020841,1,0.88,0.8799933428555399,6.657144460131548e-06
683,6258,Application_1746250121,1,0.83,0.8299933390497527,6.660950247261432e-06
684,2507,Application_440426323,0,0.5966666666666667,0.5966600026739086,6.663992758060289e-06
685,824,Application_470096249,0,0.4033333333333333,0.4033266596240562,6.6737092770940976e-06
686,4041,Application_652119414,1,0.43666666666666665,0.4366599963060792,6.670360587435198e-06
687,2648,Application_1791899364,1,0.5733333333333334,0.5733266681997993,6.665133534089485e-06
688,3460,Application_977695424,1,0.49333333333333335,0.493326660307297,6.673026036352336e-06
689,5022,Application_274583570,1,0.41333333333333333,0.41332666358967735,6.669743655984828e-06
690,4948,Application_157617137,0,0.4266666666666667,0.42665999380097797,6.672865688728269e-06
691,3181,Application_335735060,1,0.42333333333333334,0.4233266637790536,6.6695542797479135e-06
692,2274,Application_1894562710,0,0.1,0.09999331390867872,6.686091321289611e-06
693,3910,Application_232649243,0,0.6966666666666667,0.696660000251704,6.666414962608336e-06
694,953,Application_194564472,0,0.5,0.4999933318062163,6.6681937836987615e-06
695,6219,Application_560012181,1,0.26,0.25999332127636393,6.678723636077688e-06
696,5900,Application_1814688365,0,0.4766666666666667,0.4766599972205443,6.669446122375966e-06
697,4411,Application_165345006,0,0.3333333333333333,0.3333266601957112,6.673137622092984e-06
698,1532,Application_1876758370,1,0.7533333333333333,0.7533266740313638,6.659301969524911e-06
699,6236,Application_2000018435,0,0.41333333333333333,0.4133266597363997,6.673596933626236e-06
700,146,Application_1069511528,0,0.46,0.45999333014738153,6.669852618490513e-06
701,5648,Application_229644529,0,0.4866666666666667,0.4866599989180814,6.6677485852650875e-06
702,4872,Application_1454660257,1,0.65,0.6499933363147432,6.663685256813601e-06
703,2436,Application_91567678,1,0.65,0.6499933376344842,6.662365515830437e-06
704,2749,Application_797417927,1,0.8366666666666667,0.8366600075581956,6.659108471085418e-06
705,3654,Application_1708743675,1,0.29333333333333333,0.29332665823723186,6.675096101471656e-06
706,5654,Application_140048308,1,0.6166666666666667,0.6166600016640373,6.665002629357986e-06
707,3580,Application_1791241142,1,0.6566666666666666,0.6566600027897822,6.6638768844162755e-06
708,5690,Application_843880240,0,0.17,0.1699933151914753,6.684808524698438e-06
709,1628,Application_130375488,0,0.36333333333333334,0.3633266583993779,6.674933955452822e-06
710,756,Application_359276048,1,0.68,0.6799933353912605,6.664608739548328e-06
711,2329,Application_1870978242,0,0.49333333333333335,0.49332666549164406,6.6678416892895775e-06
712,5748,Application_538245491,0,0.49333333333333335,0.49332666393701385,6.669396319491927e-06
713,5644,Application_2102311097,1,0.5333333333333333,0.5333266664803593,6.66685297401326e-06
714,4914,Application_1905206825,1,0.9166666666666666,0.9166600088669872,6.65779967945479e-06
715,6066,Application_916438034,0,0.34,0.33999332228313445,6.677716865577388e-06
716,41,Application_308032472,1,0.6333333333333333,0.6333266709915207,6.662341812568862e-06
717,3730,Application_1356784595,1,0.68,0.6799933338177324,6.6661822676339355e-06
718,6141,Application_1631210332,0,0.3233333333333333,0.3233266572222203,6.6761111129909345e-06
719,905,Application_646977549,0,0.18666666666666668,0.18665998600815048,6.680658516194926e-06
720,5899,Application_1398777870,0,0.76,0.7599933391227536,6.660877246433827e-06
721,6168,Application_28309282,1,0.42,0.41999332837883097,6.67162116901876e-06
722,4967,Application_1432396679,1,0.7833333333333333,0.7833266746948818,6.658638451506604e-06
723,6223,Application_237690186,1,0.20666666666666667,0.20665998788052353,6.6787861431327755e-06
724,2764,Application_1592967370,0,0.5366666666666666,0.5366599997932785,6.666873388128103e-06
725,1853,Application_1222103386,1,0.6533333333333333,0.653326671392305,6.661941028274221e-06
726,5766,Application_672076662,1,0.43666666666666665,0.4366599907144889,6.675952177737088e-06
727,3115,Application_1894462613,0,0.67,0.6699933379097817,6.6620902183789354e-06
728,3587,Application_465329305,0,0.42333333333333334,0.4233266612561717,6.672077161651302e-06
729,3277,Application_1348384755,0,0.5266666666666666,0.5266599974190251,6.6692476414775825e-06
730,338,Application_455972560,0,0.43666666666666665,0.43665999604709926,6.670619567383795e-06
731,3525,Application_348193355,1,0.9266666666666666,0.9266600138028722,6.65286379442076e-06
732,6248,Application_1563029665,1,0.6966666666666667,0.6966600063687762,6.6602978904262145e-06
733,6257,Application_1843232594,1,0.6266666666666667,0.6266600050923512,6.6615743155029605e-06
734,4363,Application_455023384,1,0.7166666666666667,0.7166600045915915,6.662075075158924e-06
735,2518,Application_880598776,0,0.2833333333333333,0.2833266535016682,6.679831665135083e-06
736,5880,Application_585633052,1,0.17333333333333334,0.17332664937180053,6.683961532805149e-06
737,791,Application_2075014351,1,0.42,0.41999332941614553,6.670583854451184e-06
738,5714,Application_1769684418,1,0.6233333333333333,0.6233266702284469,6.66310488639521e-06
739,1874,Application_1392494853,1,0.45666666666666667,0.45665999763077414,6.669035892525876e-06
740,1882,Application_318805669,0,0.44,0.4399933286221437,6.671377856315441e-06
741,5665,Application_451653094,1,0.7366666666666667,0.7366600068280214,6.659838645339811e-06
742,1764,Application_1577698883,0,0.3566666666666667,0.35665999340205584,6.6732646108458304e-06
743,4429,Application_1140236377,0,0.28,0.27999332207417466,6.6779258253713e-06
744,5339,Application_1145270559,0,0.53,0.5299933321444176,6.667855582453974e-06
745,1240,Application_1125229039,0,0.45,0.44999332363624445,6.676363755564463e-06
746,1407,Application_121345362,1,0.4266666666666667,0.42665999326007065,6.6734065960472044e-06
747,233,Application_1953838407,1,0.45666666666666667,0.45665999520231065,6.671464356011736e-06
748,1763,Application_335581048,0,0.44,0.4399933275337371,6.672466262902521e-06
749,831,Application_978016195,1,0.4533333333333333,0.45332666378523023,6.669548103077627e-06
750,1251,Application_1527571617,1,0.43333333333333335,0.43332666269100995,6.6706423234030865e-06
751,3471,Application_1441743982,1,0.18333333333333332,0.183326652582609,6.6807507243249464e-06
752,3000,Application_681547497,0,0.5,0.4999933327387419,6.6672612580864765e-06
753,5924,Application_487837355,0,0.4866666666666667,0.4866599972495733,6.669417093374541e-06
754,4788,Application_612914602,1,0.58,0.5799933331984359,6.6668015640258815e-06
755,5036,Application_1506673860,0,0.63,0.6299933269197263,6.67308027368918e-06
756,1895,Application_441255864,1,0.8933333333333333,0.8933266776688226,6.655664510746284e-06
757,4377,Application_1899237950,1,0.6166666666666667,0.6166600040271623,6.6626395044400155e-06
758,4697,Application_914960694,0,0.6133333333333333,0.6133266699750577,6.663358275593723e-06
759,383,Application_2029271670,0,0.55,0.5499933333082634,6.66669173665646e-06
760,1206,Application_1258641337,0,0.3233333333333333,0.3233266578129187,6.675520414611835e-06
761,4450,Application_564937473,0,0.53,0.5299933344235349,6.665576465114675e-06
762,4823,Application_1581096487,1,0.2833333333333333,0.28332665691788567,6.676415447659512e-06
763,2317,Application_1003291296,0,0.3566666666666667,0.35665999283159033,6.6738350763539955e-06
764,3220,Application_581438988,1,0.6066666666666667,0.6066600032270794,6.6634395873288454e-06
765,3059,Application_1911105271,0,0.6866666666666666,0.6866600047463455,6.661920321171522e-06
766,2186,Application_475848616,1,0.6266666666666667,0.6266600023551238,6.664311542947665e-06
767,2193,Application_190552415,1,0.7933333333333333,0.7933266748091372,6.658524196123672e-06
768,5193,Application_1756652661,0,0.45666666666666667,0.4566599937216388,6.672945027874633e-06
769,3859,Application_2121891840,0,0.64,0.6399933362103924,6.663789607563864e-06
770,3871,Application_2111055752,1,0.7466666666666667,0.7466600027130946,6.663953572072501e-06
771,1324,Application_1493979926,1,0.5933333333333334,0.5933266687812646,6.664552068769147e-06
772,580,Application_1046524820,1,0.21,0.20999332186166947,6.678138330523664e-06
773,4463,Application_1119306976,0,0.42,0.41999333111524384,6.6688847561446885e-06
774,890,Application_2112573494,1,0.7466666666666667,0.7466600048946419,6.661772024796342e-06
775,4015,Application_392859662,0,0.3566666666666667,0.35665999132410864,6.6753425580490244e-06
776,1554,Application_1671457513,1,0.4266666666666667,0.42665999489920586,6.6717674608307576e-06
777,1885,Application_120450797,1,0.38333333333333336,0.3833266609926059,6.672340727431614e-06
778,481,Application_1292771933,0,0.6266666666666667,0.6266600036151061,6.663051560606981e-06
779,3070,Application_1403810042,1,0.6033333333333334,0.6033266695527942,6.663780539151176e-06
780,2894,Application_1777048467,1,0.32,0.31999332461800156,6.6753819984444185e-06
781,2563,Application_868329739,1,0.4,0.3999933279288119,6.672071188096318e-06
782,5584,Application_2131721658,1,0.57,0.5699933307954307,6.669204569265119e-06
783,3956,Application_1635698698,0,0.5333333333333333,0.533326664014197,6.669319136287655e-06
784,4465,Application_935269154,1,0.71,0.7099933321930368,6.667806963123191e-06
785,3965,Application_1226041324,0,0.58,0.5799933310933889,6.668906611051462e-06
786,1354,Application_1307811463,0,0.7833333333333333,0.7833266757447042,6.657588629166433e-06
787,5039,Application_1641972620,0,0.36,0.35999332417347074,6.675826529245477e-06
788,1570,Application_2128128445,1,0.75,0.7499933424315279,6.6575684720682204e-06
789,4346,Application_969888320,0,0.3933333333333333,0.39332666223908086,6.671094252452825e-06
790,3338,Application_1004853526,1,0.38666666666666666,0.38665999246433747,6.674202329193246e-06
791,1683,Application_1663648698,0,0.6,0.599993333600191,6.666399808952228e-06
792,2434,Application_315698810,1,0.44666666666666666,0.4466599971328358,6.66953383088309e-06
793,5684,Application_1342479260,1,0.45666666666666667,0.4566599957663609,6.670900305760785e-06
794,1413,Application_658429775,0,0.6466666666666666,0.646660004696914,6.661969752630448e-06
795,2755,Application_566145527,1,0.9133333333333333,0.913326678855748,6.6544775852994675e-06
796,1900,Application_1194278424,0,0.68,0.6799933383251493,6.661674850749755e-06
797,3566,Application_1384821775,1,0.22,0.2199933170532805,6.682946719488436e-06
798,5300,Application_1251406798,1,0.36,0.35999332455190525,6.675448094739522e-06
799,1024,Application_753117730,0,0.62,0.6199933355148033,6.664485196705705e-06
800,33,Application_1858211642,1,0.8633333333333333,0.8633266773765981,6.655956735213131e-06
801,2846,Application_1094857756,1,0.19,0.18999331658708996,6.683412910046815e-06
802,3302,Application_1218452071,0,0.5933333333333334,0.5933266677552674,6.665578065945255e-06
803,288,Application_1559533192,1,0.5133333333333333,0.5133266633536477,6.669979685569594e-06
804,5755,Application_1189117993,0,0.4,0.3999933270272938,6.672972706234237e-06
805,3312,Application_1771326157,1,0.82,0.8199933448033725,6.655196627458615e-06
806,5843,Application_1528644410,1,0.58,0.5799933346082266,6.665391773408302e-06
807,166,Application_440813334,1,0.15,0.1499933179953038,6.682004696195731e-06
808,3969,Application_207191056,1,0.57,0.5699933331063541,6.666893645812522e-06
809,5406,Application_1990518220,1,0.7466666666666667,0.7466600073777145,6.6592889521599474e-06
810,4535,Application_42873866,1,0.8066666666666666,0.8066600040653418,6.662601324869399e-06
811,4149,Application_557767583,1,0.8,0.7999933416239926,6.6583760074401255e-06
812,6202,Application_1069275163,1,0.8833333333333333,0.8833266748860111,6.658447322172023e-06
813,3066,Application_1102768033,0,0.3566666666666667,0.3566599951649142,6.671501752486542e-06
814,991,Application_512079496,0,0.61,0.6099933350585616,6.664941438416783e-06
815,3494,Application_858142548,0,0.7066666666666667,0.7066600069839087,6.659682757925722e-06
816,2649,Application_71451073,1,0.17666666666666667,0.1766599878243385,6.678842328161627e-06
817,1358,Application_2097086369,1,0.31333333333333335,0.3133266561182254,6.677215107941947e-06
818,4404,Application_377544827,1,0.6333333333333333,0.6333266709321365,6.6624011968441366e-06
819,5350,Application_1061609344,0,0.5,0.49999333377140676,6.66622859324395e-06
820,2650,Application_1595644784,1,0.48,0.47999333235498715,6.667645012836676e-06
821,3321,Application_74945240,1,0.6633333333333333,0.6633266663595374,6.666973795921294e-06
822,3026,Application_1625337065,1,0.5733333333333334,0.5733266663815763,6.6669517571060766e-06
823,4393,Application_1939640271,0,0.5466666666666666,0.5466600011994355,6.665467231159461e-06
824,459,Application_1449066412,1,0.39666666666666667,0.3966599931406951,6.673525971556682e-06
825,3684,Application_64467309,1,0.5166666666666667,0.5166599958160281,6.670850638657022e-06
826,4894,Application_1426681137,1,0.6866666666666666,0.6866600033309826,6.6633356839984614e-06
827,1865,Application_1976246233,1,0.3433333333333333,0.3433266598993281,6.673434005233236e-06
828,177,Application_1803710713,1,0.63,0.6299933336716094,6.666328390636522e-06
829,1115,Application_188726425,1,0.91,0.9099933454494953,6.654550504747725e-06
830,5731,Application_1469675638,1,0.6833333333333333,0.6833266677533959,6.665579937448207e-06
831,1501,Application_1822273581,1,0.5633333333333334,0.5633266662776812,6.667055652109788e-06
832,5607,Application_1397993015,1,0.43333333333333335,0.43332666062839714,6.672704936205864e-06
833,4446,Application_1671598539,0,0.6833333333333333,0.6833266730473521,6.660285981285874e-06
834,1675,Application_1135936231,0,0.6566666666666666,0.6566600051792131,6.661487453540893e-06
835,5867,Application_1331937055,1,0.63,0.629993335654433,6.6643455669535e-06
836,2908,Application_1084469664,0,0.44333333333333336,0.443326659910033,6.673423300351811e-06
837,5986,Application_1213601605,1,0.30333333333333334,0.3033266583538661,6.67497946726936e-06
838,1688,Application_374119345,1,0.63,0.6299933359102501,6.6640897499192775e-06
839,5765,Application_600275596,0,0.5366666666666666,0.5366599964817006,6.6701849660288914e-06
840,895,Application_1286165737,1,0.4633333333333333,0.4633266618064369,6.671526896429025e-06
841,5129,Application_2063746491,0,0.47333333333333333,0.47332666522893874,6.668104394591534e-06
842,5923,Application_307213807,0,0.5433333333333333,0.5433266617933173,6.6715400159900184e-06
843,1075,Application_1943739799,1,0.16333333333333333,0.16332665260249335,6.680730839980775e-06
844,5772,Application_821166786,0,0.64,0.6399933360103659,6.663989634114742e-06
845,969,Application_1447107656,0,0.5966666666666667,0.5966600024325166,6.664234150077775e-06
846,6196,Application_1542780878,0,0.21666666666666667,0.216659986948823,6.67971784368282e-06
847,2927,Application_1168237766,0,0.47,0.46999332916243103,6.670837568945043e-06
848,143,Application_937270089,0,0.49,0.48999332962117603,6.6703788239586e-06
849,1363,Application_657531637,0,0.6033333333333334,0.6033266660738116,6.667259521808688e-06
850,702,Application_604648984,1,0.66,0.6599933372875367,6.66271246330119e-06
851,581,Application_1370945476,0,0.56,0.559993334564206,6.665435794084296e-06
852,3160,Application_1329630120,1,0.2966666666666667,0.2966599869181331,6.6797485335778894e-06
853,142,Application_1276203911,1,0.5233333333333333,0.5233266651249846,6.6682083487146215e-06
854,1588,Application_4677883,1,0.78,0.7799933406069024,6.659393097629973e-06
855,2728,Application_2059460268,1,0.44,0.43999332998020857,6.670019791432669e-06
856,718,Application_207339253,0,0.31666666666666665,0.3166599902264708,6.676440195862998e-06
857,6075,Application_1500059522,0,0.42333333333333334,0.42332666024236565,6.6730909676904204e-06
858,4495,Application_714861923,0,0.6733333333333333,0.6733266712102484,6.662123084977267e-06
859,2312,Application_955500524,1,0.30666666666666664,0.3066599919497056,6.674716961030391e-06
860,37,Application_1382204301,0,0.8133333333333334,0.8133266773446508,6.6559886825467984e-06
861,5422,Application_1517753959,1,0.6566666666666666,0.656660003710128,6.6629565386167044e-06
862,5592,Application_942110520,0,0.8333333333333334,0.8333266753268949,6.658006438509112e-06
863,1996,Application_1751472175,0,0.64,0.6399933373929383,6.6626070617248345e-06
864,4047,Application_379598624,1,0.6466666666666666,0.6466600017983193,6.664868347328046e-06
865,961,Application_1448754624,1,0.5733333333333334,0.5733266682753827,6.66505795066108e-06
866,5937,Application_1425234599,1,0.55,0.5499933329973652,6.667002634852537e-06
867,4669,Application_40026814,0,0.36,0.3599933270765017,6.672923498263206e-06
868,625,Application_972388617,0,0.32666666666666666,0.32665999031208715,6.676354579515653e-06
869,2449,Application_2060693162,1,0.6933333333333334,0.6933266725425894,6.660790743961975e-06
870,1383,Application_673530624,0,0.6933333333333334,0.6933266720019399,6.661331393487124e-06
871,2667,Application_315644368,1,0.5166666666666667,0.5166599986954646,6.6679712020789594e-06
872,4293,Application_1262324843,0,0.73,0.7299933347752259,6.6652247741050274e-06
873,3205,Application_1165438159,0,0.7233333333333334,0.7233266720559097,6.661277423658518e-06
874,4440,Application_1459684566,0,0.44,0.4399933299315597,6.670068440295385e-06
875,4392,Application_1206779440,0,0.36666666666666664,0.3666599908707878,6.675795878818835e-06
876,2466,Application_1312537655,1,0.6366666666666667,0.6366600039609226,6.662705744120423e-06
877,3656,Application_284749993,0,0.2966666666666667,0.29665999030656637,6.676360100321688e-06
878,695,Application_642608905,1,0.21,0.20999332148796823,6.678512031760286e-06
879,3891,Application_1549825970,0,0.55,0.5499933333743298,6.666625670281867e-06
880,5710,Application_516936074,0,0.35,0.3499933260582458,6.673941754187229e-06
881,1755,Application_1226994121,0,0.5866666666666667,0.5866599995030436,6.6671636230752895e-06
882,385,Application_586969154,1,0.45,0.44999332823713734,6.671762862675568e-06
883,6156,Application_579821311,0,0.5333333333333333,0.5333266652601161,6.6680732172530455e-06
884,748,Application_1607153860,0,0.15333333333333332,0.15332665058005546,6.682753277864606e-06
885,4204,Application_1081779435,1,0.6366666666666667,0.6366599990959486,6.667570718099647e-06
886,3253,Application_1130289017,0,0.49666666666666665,0.4966599971323734,6.6695342932354684e-06
887,578,Application_1317388562,1,0.4666666666666667,0.46665999374724104,6.6729194256320845e-06
888,5314,Application_183519926,1,0.8066666666666666,0.8066600055570201,6.661109646532992e-06
889,2879,Application_443770026,1,0.3433333333333333,0.34332665727023937,6.67606309395774e-06
890,3357,Application_1213195413,1,0.48333333333333334,0.4833266623169657,6.671016367643112e-06
891,5569,Application_1050012939,0,0.4166666666666667,0.4166599953561877,6.671310478989501e-06
892,268,Application_270571049,1,0.8633333333333333,0.8633266776975901,6.655635743202382e-06
893,2456,Application_1502851295,1,0.43,0.42999332714434024,6.6728556597506206e-06
894,3612,Application_330426541,1,0.83,0.8299933374922983,6.662507701649112e-06
895,2321,Application_1732988770,0,0.49333333333333335,0.49332666183693774,6.671496395604937e-06
896,922,Application_1819818177,0,0.41,0.4099933272593692,6.6727406307642845e-06
897,551,Application_435186946,0,0.5233333333333333,0.523326661787129,6.671546204262135e-06
898,3955,Application_188552988,1,0.75,0.7499933415851647,6.658414835269966e-06
899,4218,Application_1366905703,1,0.7633333333333333,0.7633266756790076,6.657654325725737e-06
900,4231,Application_863470764,0,0.6133333333333333,0.6133266698296769,6.6635036564122174e-06
901,4398,Application_1016809148,0,0.4,0.39999332720064673,6.672799353291126e-06
902,5720,Application_1521819397,0,0.44,0.43999332795314106,6.672046858946512e-06
903,2641,Application_2080868684,1,0.7166666666666667,0.716660003681175,6.6629854916788744e-06
904,741,Application_1128308263,0,0.36333333333333334,0.36332665640737927,6.676925954074431e-06
905,2446,Application_1465486025,1,0.6933333333333334,0.6933266661741003,6.6671592330314056e-06
906,2498,Application_1520049058,0,0.5166666666666667,0.5166599997536704,6.666912996333707e-06
907,4714,Application_1559634770,1,0.7333333333333333,0.7333266736237576,6.659709575695949e-06
908,817,Application_1842271625,0,0.8666666666666667,0.8666600136071251,6.65305954161699e-06
909,3635,Application_1333464585,0,0.42333333333333334,0.42332666257667473,6.6707566586110545e-06
910,3105,Application_822441404,0,0.63,0.6299933381383003,6.661861699730487e-06
911,5750,Application_750701241,1,0.44666666666666666,0.4466599914580639,6.675208602757721e-06
912,6180,Application_1035361851,1,0.4633333333333333,0.46332666359521324,6.66973812007976e-06
913,5538,Application_954294342,1,0.34,0.33999332373587676,6.6762641232620545e-06
914,2897,Application_1300773256,1,0.8066666666666666,0.8066600075084056,6.659158261035358e-06
915,3801,Application_1044554836,0,0.47,0.46999333220757866,6.667792421310992e-06
916,1369,Application_458048315,1,0.6233333333333333,0.6233266678431851,6.665490148161091e-06
917,3878,Application_449631390,1,0.77,0.7699933416519116,6.658348088439681e-06
918,567,Application_764226645,1,0.68,0.6799933327586907,6.6672413093771254e-06
919,957,Application_1891680505,0,0.69,0.6899933375746422,6.662425357739643e-06
920,3942,Application_403630678,0,0.76,0.7599933416595168,6.658340483189917e-06
921,5661,Application_701643096,0,0.35,0.3499933236759626,6.676324037391268e-06
922,1594,Application_1568861006,1,0.47,0.46999333173089847,6.668269101506308e-06
923,5933,Application_128936338,1,0.66,0.6599933291811979,6.6708188021236126e-06
924,1527,Application_245143253,1,0.49,0.4899933327960637,6.667203936272514e-06
925,5708,Application_836643620,0,0.38666666666666666,0.38665999078957014,6.675877096518068e-06
926,1926,Application_1105925592,1,0.6466666666666666,0.6466600012037287,6.665462937927025e-06
927,1002,Application_138110394,1,0.5533333333333333,0.5533266671275754,6.666205757954735e-06
928,5250,Application_1539865472,1,0.43666666666666665,0.4366599958718806,6.6707947860567e-06
929,2169,Application_677637617,1,0.6833333333333333,0.6833266698605713,6.6634727620140666e-06
930,497,Application_516500707,0,0.7133333333333334,0.7133266711883393,6.662144994118435e-06
931,3862,Application_1179073626,0,0.7233333333333334,0.7233266721063266,6.661227006765635e-06
932,4578,Application_826854912,1,0.5233333333333333,0.5233266641164118,6.669216921495469e-06
933,5196,Application_847875764,1,0.65,0.6499933377885299,6.6622114701653246e-06
934,1259,Application_1530321110,1,0.7833333333333333,0.7833266758635127,6.657469820647854e-06
935,5980,Application_1572640461,1,0.6233333333333333,0.6233266693483075,6.663985025801011e-06
936,1049,Application_789108617,0,0.5266666666666666,0.5266599962516891,6.670414977483219e-06
937,1644,Application_998722780,1,0.8333333333333334,0.8333266765471391,6.656786194270126e-06
938,1944,Application_1744051272,1,0.22666666666666666,0.22665998587960196,6.6807870647001e-06
939,4716,Application_562228671,1,0.4266666666666667,0.42665999542920763,6.6712374590660595e-06
940,5311,Application_1601588285,1,0.5233333333333333,0.5233266646135402,6.668719793156974e-06
941,1761,Application_614870883,0,0.08,0.079993311481378,6.688518621997264e-06
942,2931,Application_1744329481,0,0.5633333333333334,0.5633266637967932,6.669536540160337e-06
943,2377,Application_102338755,1,0.38666666666666666,0.3866599931860183,6.673480648367036e-06
944,4295,Application_1641576878,1,0.36,0.3599933222283537,6.677771646312891e-06
945,2476,Application_343628671,1,0.4066666666666667,0.4066599941924902,6.672474176461218e-06
946,1070,Application_804273159,1,0.42333333333333334,0.42332666270094477,6.670632388572351e-06
947,4513,Application_1861250409,1,0.7033333333333334,0.7033266737623501,6.659570983225116e-06
948,5574,Application_513111665,0,0.7233333333333334,0.723326672396745,6.660936588409605e-06
949,1442,Application_678738864,1,0.4866666666666667,0.4866599959156378,6.670751028892141e-06
950,3689,Application_1638379755,0,0.6766666666666666,0.6766599966430997,6.670023566912597e-06
951,1392,Application_762969152,0,0.31,0.30999332202896,6.677971039981134e-06
952,1651,Application_1153650473,1,0.5533333333333333,0.5533266672566853,6.666076648009778e-06
953,3010,Application_1559105602,0,0.6433333333333333,0.6433266714148091,6.661918524164534e-06
954,188,Application_1352726942,0,0.5066666666666667,0.5066599986256213,6.6680410454322825e-06
955,2568,Application_1312529552,0,0.33,0.32999332481888255,6.6751811174659e-06
956,853,Application_1690998892,0,0.53,0.5299933339078395,6.666092160489967e-06
957,1114,Application_1986459524,1,0.41,0.40999332658836596,6.6734116340172456e-06
958,4059,Application_81121528,1,0.7966666666666666,0.7966600064791859,6.660187480744817e-06
959,503,Application_2024477286,0,0.3333333333333333,0.33332665971892184,6.673614411478734e-06
960,2618,Application_379716265,1,0.11,0.10999331436216014,6.685637839856651e-06
961,5283,Application_473241090,0,0.41,0.40999332702132213,6.672978677846331e-06
962,3796,Application_521806599,0,0.48333333333333334,0.4833266655604924,6.667772840918129e-06
963,2804,Application_2025810393,1,0.61,0.6099933360540823,6.6639459176398574e-06
964,3102,Application_1479013620,1,0.8433333333333334,0.843326674913865,6.65841946834167e-06
965,2194,Application_24270864,0,0.29333333333333333,0.29332665304218064,6.6802911526941955e-06
966,5000,Application_2027016208,1,0.8333333333333334,0.8333266701993343,6.663133999107451e-06
967,3425,Application_799781255,0,0.8466666666666667,0.8466600081803826,6.658486284116805e-06
968,909,Application_164769477,0,0.6533333333333333,0.6533266696427084,6.663690624963969e-06
969,2484,Application_555852588,1,0.29,0.28999332446227344,6.675537726541503e-06
970,5461,Application_1056924498,0,0.6333333333333333,0.6333266659292547,6.667404078619654e-06
971,5825,Application_1607208848,0,0.54,0.5399933315688368,6.668431163259214e-06
972,5320,Application_1256604586,1,0.37,0.36999332748944547,6.6725105545284435e-06
973,2545,Application_550228710,1,0.66,0.6599933340028994,6.665997100641086e-06
974,3539,Application_1151479099,1,0.77,0.7699933411759934,6.658824006633424e-06
975,3134,Application_2092004160,0,0.45,0.4499933318791265,6.668120873520866e-06
976,832,Application_1201267547,0,0.2833333333333333,0.28332665561025394,6.677723079384634e-06
977,3711,Application_2070777076,1,0.6266666666666667,0.6266600035521347,6.663114532012848e-06
978,4254,Application_834709723,0,0.6766666666666666,0.6766600043328621,6.662333804530185e-06
979,2653,Application_31244249,1,0.8766666666666667,0.8766600106652439,6.656001422800095e-06
980,2473,Application_944171237,0,0.5766666666666667,0.5766600017951503,6.664871516348647e-06
981,878,Application_995124359,1,0.4766666666666667,0.47665999476109827,6.671905568411685e-06
982,1340,Application_935089662,1,0.21,0.20999331624048795,6.683759512043919e-06
983,4222,Application_876478835,0,0.5433333333333333,0.5433266679303468,6.665402986549829e-06
984,3802,Application_38305454,1,0.69,0.6899933396799102,6.660320089779681e-06
985,4867,Application_1459114131,1,0.57,0.5699933336709591,6.666329040894148e-06
986,3720,Application_2094731703,1,0.6366666666666667,0.6366600028569291,6.663809737572635e-06
987,522,Application_1147242139,1,0.23666666666666666,0.23665998707039354,6.679596273123645e-06
988,2756,Application_1267164884,0,0.6833333333333333,0.6833266705649321,6.662768401222152e-06
989,2477,Application_2058119051,0,0.25666666666666665,0.25665998500333104,6.6816633356170385e-06
990,609,Application_481277636,0,0.7166666666666667,0.7166600039484508,6.662718215921792e-06
991,526,Application_1282418399,0,0.55,0.5499933326080616,6.667391938441902e-06
992,657,Application_1447384497,0,0.55,0.5499933343924253,6.665607574785071e-06
993,6121,Application_2003062161,1,0.7833333333333333,0.7833266765439513,6.656789382053496e-06
994,3362,Application_238984243,0,0.5233333333333333,0.5233266635009428,6.66983239050456e-06
995,4134,Application_1555178270,0,0.58,0.5799933316818776,6.668318122349248e-06
996,956,Application_1575815132,1,0.4633333333333333,0.4633266646804917,6.668652841601563e-06
997,5104,Application_1190091553,0,0.5333333333333333,0.5333266654180965,6.667915236846511e-06
998,4035,Application_1589946896,1,0.3433333333333333,0.34332665965609765,6.673677235669029e-06
999,2378,Application_390522628,0,0.42,0.419993323610223,6.676389776971714e-06
